Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Traitement du Signal,TRAIT SIGNAL,0765-0019,0.103,0.056,Artificial Intelligence,2014
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.218,0.283,Artificial Intelligence,2014
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.346,0.741,Artificial Intelligence,2014
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.362,0.355,Artificial Intelligence,2014
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.393,0.371,Artificial Intelligence,2014
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.405,0.449,Artificial Intelligence,2014
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,1300-0632,0.407,0.507,Artificial Intelligence,2014
Neural Network World,NEURAL NETW WORLD,1210-0552,0.479,0.419,Artificial Intelligence,2014
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.483,0.341,Artificial Intelligence,2014
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.504,0.531,Artificial Intelligence,2014
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,0.527,0.671,Artificial Intelligence,2014
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,0.529,0.476,Artificial Intelligence,2014
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.547,0.738,Artificial Intelligence,2014
MINDS AND MACHINES,MIND MACH,0924-6495,0.568,0.496,Artificial Intelligence,2014
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,0.574,0.916,Artificial Intelligence,2014
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.576,0.752,Artificial Intelligence,2014
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,0.582,0.470,Artificial Intelligence,2014
AI MAGAZINE,AI MAG,0738-4602,0.595,0.927,Artificial Intelligence,2014
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.604,1.075,Artificial Intelligence,2014
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,0.606,0.753,Artificial Intelligence,2014
Applied Ontology,APPL ONTOL,1570-5838,0.615,1.131,Artificial Intelligence,2014
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,0.623,0.497,Artificial Intelligence,2014
Natural Language Engineering,NAT LANG ENG,1351-3249,0.639,0.726,Artificial Intelligence,2014
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,0.646,0.994,Artificial Intelligence,2014
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.669,0.783,Artificial Intelligence,2014
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,0.673,1.088,Artificial Intelligence,2014
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,0.691,0.744,Artificial Intelligence,2014
Natural Computing,NAT COMPUT,1567-7818,0.757,Not Available,Artificial Intelligence,2014
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.761,0.940,Artificial Intelligence,2014
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,0.766,1.126,Artificial Intelligence,2014
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,0.797,0.937,Artificial Intelligence,2014
Cognitive Systems Research,COGN SYST RES,1389-0417,0.831,1.311,Artificial Intelligence,2014
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.842,0.729,Artificial Intelligence,2014
IET Biometrics,IET BIOMETRICS,2047-4938,0.857,0.857,Artificial Intelligence,2014
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,0.859,1.107,Artificial Intelligence,2014
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,0.870,0.788,Artificial Intelligence,2014
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,0.881,0.987,Artificial Intelligence,2014
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,0.886,0.774,Artificial Intelligence,2014
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,0.903,1.224,Artificial Intelligence,2014
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,0.903,3.000,Artificial Intelligence,2014
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,0.922,1.307,Artificial Intelligence,2014
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,0.954,1.299,Artificial Intelligence,2014
IET Computer Vision,IET COMPUT VIS,1751-9632,0.963,1.021,Artificial Intelligence,2014
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,1.000,1.078,Artificial Intelligence,2014
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1.000,0.748,Artificial Intelligence,2014
Memetic Computing,MEMET COMPUT,1865-9284,1.000,Not Available,Artificial Intelligence,2014
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1.063,1.319,Artificial Intelligence,2014
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,1.095,1.370,Artificial Intelligence,2014
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1.115,1.594,Artificial Intelligence,2014
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1.135,1.940,Artificial Intelligence,2014
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1.178,1.339,Artificial Intelligence,2014
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1.226,1.775,Artificial Intelligence,2014
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,1.227,1.284,Artificial Intelligence,2014
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,1.252,7.525,Artificial Intelligence,2014
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1.254,1.474,Artificial Intelligence,2014
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1.256,1.583,Artificial Intelligence,2014
CONSTRAINTS,CONSTRAINTS,1383-7133,1.257,1.452,Artificial Intelligence,2014
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1.257,2.319,Artificial Intelligence,2014
SOFT COMPUTING,SOFT COMPUT,1432-7643,1.271,1.635,Artificial Intelligence,2014
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1.351,1.473,Artificial Intelligence,2014
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.386,1.453,Artificial Intelligence,2014
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.406,1.753,Artificial Intelligence,2014
Cognitive Computation,COGN COMPUT,1866-9956,1.440,1.731,Artificial Intelligence,2014
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1.448,1.412,Artificial Intelligence,2014
IEEE Transactions on Autonomous Mental Development,IEEE T AUTON MENT DE,1943-0604,1.478,2.205,Artificial Intelligence,2014
IEEE Transactions on Computational Intelligence and AI in Games,IEEE T COMP INTEL AI,1943-068X,1.481,1.637,Artificial Intelligence,2014
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1.500,2.165,Artificial Intelligence,2014
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1.540,1.848,Artificial Intelligence,2014
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1.551,1.896,Artificial Intelligence,2014
JOURNAL OF MATHEMATICAL IMAGING AND VISION,J MATH IMAGING VIS,0924-9907,1.552,2.197,Artificial Intelligence,2014
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1.569,1.560,Artificial Intelligence,2014
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1.587,2.384,Artificial Intelligence,2014
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1.594,1.954,Artificial Intelligence,2014
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1.627,2.100,Artificial Intelligence,2014
MECHATRONICS,MECHATRONICS,0957-4158,1.726,2.052,Artificial Intelligence,2014
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1.731,1.912,Artificial Intelligence,2014
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1.753,1.789,Artificial Intelligence,2014
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,1.782,2.016,Artificial Intelligence,2014
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1.812,1.607,Artificial Intelligence,2014
