Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Traitement du Signal,TRAIT SIGNAL,0765-0019,0.000,0.032,Artificial Intelligence,2015
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,0.240,0.354,Artificial Intelligence,2015
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,0.325,0.725,Artificial Intelligence,2015
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,0.351,0.310,Artificial Intelligence,2015
AI COMMUNICATIONS,AI COMMUN,0921-7126,0.364,0.683,Artificial Intelligence,2015
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,0.391,0.639,Artificial Intelligence,2015
Journal of Logic Language and Information,J LOGIC LANG INFORM,0925-8531,0.450,Not Available,Artificial Intelligence,2015
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,0.459,0.442,Artificial Intelligence,2015
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0.476,0.420,Artificial Intelligence,2015
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,0.503,0.433,Artificial Intelligence,2015
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,0.504,0.467,Artificial Intelligence,2015
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,1300-0632,0.518,0.583,Artificial Intelligence,2015
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,0.519,0.527,Artificial Intelligence,2015
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,0.524,0.543,Artificial Intelligence,2015
Journal of Applied Logic,J APPL LOGIC,1570-8683,0.524,0.617,Artificial Intelligence,2015
Applied Ontology,APPL ONTOL,1570-5838,0.526,1.083,Artificial Intelligence,2015
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,0.540,0.606,Artificial Intelligence,2015
Neural Network World,NEURAL NETW WORLD,1210-0552,0.562,0.500,Artificial Intelligence,2015
IET Computer Vision,IET COMPUT VIS,1751-9632,0.573,0.938,Artificial Intelligence,2015
Statistical Analysis and Data Mining,STAT ANAL DATA MIN,1932-1864,0.574,Not Available,Artificial Intelligence,2015
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,0.621,0.971,Artificial Intelligence,2015
CONSTRAINTS,CONSTRAINTS,1383-7133,0.622,0.978,Artificial Intelligence,2015
AI MAGAZINE,AI MAG,0738-4602,0.628,1.046,Artificial Intelligence,2015
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,0.631,0.732,Artificial Intelligence,2015
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,0.633,0.531,Artificial Intelligence,2015
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,0.647,0.843,Artificial Intelligence,2015
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,0.707,1.020,Artificial Intelligence,2015
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,0.722,1.056,Artificial Intelligence,2015
IET Biometrics,IET BIOMETRICS,2047-4938,0.764,1.093,Artificial Intelligence,2015
MINDS AND MACHINES,MIND MACH,0924-6495,0.769,0.617,Artificial Intelligence,2015
Journal of Ambient Intelligence and Humanized Computing,J AMB INTEL HUM COMP,1868-5137,0.835,0.895,Artificial Intelligence,2015
Biologically Inspired Cognitive Architectures,BIOL INSPIR COGN ARC,2212-683X,0.838,0.939,Artificial Intelligence,2015
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,0.877,0.933,Artificial Intelligence,2015
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,0.885,1.000,Artificial Intelligence,2015
Natural Language Engineering,NAT LANG ENG,1351-3249,0.886,0.783,Artificial Intelligence,2015
Memetic Computing,MEMET COMPUT,1865-9284,0.900,Not Available,Artificial Intelligence,2015
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,0.915,0.805,Artificial Intelligence,2015
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,0.932,1.085,Artificial Intelligence,2015
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,0.941,1.068,Artificial Intelligence,2015
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,0.944,0.995,Artificial Intelligence,2015
EXPERT SYSTEMS,EXPERT SYST,0266-4720,0.947,1.000,Artificial Intelligence,2015
IEEE Transactions on Computational Intelligence and AI in Games,IEEE T COMP INTEL AI,1943-068X,1.000,1.583,Artificial Intelligence,2015
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,1.000,1.004,Artificial Intelligence,2015
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1.000,1.009,Artificial Intelligence,2015
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1.004,1.019,Artificial Intelligence,2015
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,1.017,0.969,Artificial Intelligence,2015
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,1.037,1.151,Artificial Intelligence,2015
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1.039,1.504,Artificial Intelligence,2015
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.042,1.450,Artificial Intelligence,2015
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1.098,1.182,Artificial Intelligence,2015
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1.104,1.220,Artificial Intelligence,2015
International Journal of Machine Learning and Cybernetics,INT J MACH LEARN CYB,1868-8071,1.110,1.910,Artificial Intelligence,2015
ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,1.118,1.204,Artificial Intelligence,2015
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1.125,0.880,Artificial Intelligence,2015
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1.143,1.475,Artificial Intelligence,2015
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1.183,1.502,Artificial Intelligence,2015
Cognitive Systems Research,COGN SYST RES,1389-0417,1.204,1.181,Artificial Intelligence,2015
IEEE Transactions on Autonomous Mental Development,IEEE T AUTON MENT DE,1943-0604,1.205,1.566,Artificial Intelligence,2015
APPLIED INTELLIGENCE,APPL INTELL,0924-669X,1.215,1.226,Artificial Intelligence,2015
