Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
COMMUNICATIONS OF THE ACM,COMMUN ACM,0001-0782,2.238,Not Available,Theory & Methods,2001
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,2.185,Not Available,Theory & Methods,2001
HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,0737-0024,1.950,Not Available,Theory & Methods,2001
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,1.708,Not Available,Theory & Methods,2001
JOURNAL OF CRYPTOLOGY,J CRYPTOL,0933-2790,1.486,Not Available,Theory & Methods,2001
IEEE TRANSACTIONS ON NEURAL NETWORKS,IEEE T NEURAL NETWOR,1045-9227,1.479,Not Available,Theory & Methods,2001
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1.306,Not Available,Theory & Methods,2001
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,1.290,Not Available,Theory & Methods,2001
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM T COMPUT SYST,0734-2071,1.238,Not Available,Theory & Methods,2001
IEEE CONCURRENCY,IEEE CONCURR,1092-3063,1.111,Not Available,Theory & Methods,2001
JOURNAL OF THE ACM,J ACM,0004-5411,1.078,Not Available,Theory & Methods,2001
STATISTICS AND COMPUTING,STAT COMPUT,0960-3174,1.000,Not Available,Theory & Methods,2001
CONNECTION SCIENCE,CONNECT SCI,0954-0091,0.964,Not Available,Theory & Methods,2001
DISTRIBUTED AND PARALLEL DATABASES,DISTRIB PARALLEL DAT,0926-8782,0.897,Not Available,Theory & Methods,2001
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,0.893,Not Available,Theory & Methods,2001
JOURNAL OF OBJECT-ORIENTED PROGRAMMING,J OBJECT-ORIENT PROG,0896-8438,0.886,Not Available,Theory & Methods,2001
DISTRIBUTED COMPUTING,DISTRIB COMPUT,0178-2770,0.871,Not Available,Theory & Methods,2001
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE T PARALL DISTR,1045-9219,0.851,Not Available,Theory & Methods,2001
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,0.833,Not Available,Theory & Methods,2001
JOURNAL OF LOGIC PROGRAMMING,J LOGIC PROGRAM,0743-1066,0.819,Not Available,Theory & Methods,2001
JOURNAL OF LOGIC AND COMPUTATION,J LOGIC COMPUT,0955-792X,0.771,Not Available,Theory & Methods,2001
IBM SYSTEMS JOURNAL,IBM SYST J,0018-8670,0.729,Not Available,Theory & Methods,2001
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,0.676,Not Available,Theory & Methods,2001
COMPUTING,COMPUTING,0010-485X,0.667,Not Available,Theory & Methods,2001
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,J COMPUT SYST SCI,0022-0000,0.661,Not Available,Theory & Methods,2001
SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,0.655,Not Available,Theory & Methods,2001
ACM COMPUTING SURVEYS,ACM COMPUT SURV,0360-0300,0.641,Not Available,Theory & Methods,2001
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,0.629,Not Available,Theory & Methods,2001
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0938-1279,0.605,Not Available,Theory & Methods,2001
REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,0.605,Not Available,Theory & Methods,2001
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,IEEE T SYST MAN CY A,1083-4427,0.582,Not Available,Theory & Methods,2001
PARALLEL COMPUTING,PARALLEL COMPUT,0167-8191,0.572,Not Available,Theory & Methods,2001
