Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,1050-8406,2.792,Not Available,Education & Educational Research,2005
REVIEW OF EDUCATIONAL RESEARCH,REV EDUC RES,0034-6543,1.760,Not Available,Education & Educational Research,2005
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,0899-9546,1.700,Not Available,Education & Educational Research,2005
LEARNING AND INSTRUCTION,LEARN INSTR,0959-4752,1.548,Not Available,Education & Educational Research,2005
SCIENTIFIC STUDIES OF READING,SCI STUD READ,1088-8438,1.529,Not Available,Education & Educational Research,2005
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,0002-8312,1.383,Not Available,Education & Educational Research,2005
LANGUAGE LEARNING & TECHNOLOGY,LANG LEARN TECHNOL,1094-3501,1.367,Not Available,Education & Educational Research,2005
HEALTH EDUCATION RESEARCH,HEALTH EDUC RES,0268-1153,1.303,Not Available,Education & Educational Research,2005
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,1382-4996,1.244,Not Available,Education & Educational Research,2005
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,0038-0407,1.222,Not Available,Education & Educational Research,2005
SCIENCE EDUCATION,SCI EDUC,0036-8326,1.159,Not Available,Education & Educational Research,2005
JOURNAL OF RESEARCH IN SCIENCE TEACHING,J RES SCI TEACH,0022-4308,1.011,Not Available,Education & Educational Research,2005
INSTRUCTIONAL SCIENCE,INSTR SCI,0020-4277,1.000,Not Available,Education & Educational Research,2005
JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,0744-8481,1.000,Not Available,Education & Educational Research,2005
LANGUAGE LEARNING,LANG LEARN,0023-8333,0.976,Not Available,Education & Educational Research,2005
COMPUTERS & EDUCATION,COMPUT EDUC,0360-1315,0.968,Not Available,Education & Educational Research,2005
ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,0.911,Not Available,Education & Educational Research,2005
HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,0017-8055,0.862,Not Available,Education & Educational Research,2005
READING RESEARCH QUARTERLY,READ RES QUART,0034-0553,0.859,Not Available,Education & Educational Research,2005
ACADEMIC PSYCHIATRY,ACAD PSYCHIATR,1042-9670,0.808,Not Available,Education & Educational Research,2005
JOURNAL OF SCHOOL HEALTH,J SCHOOL HEALTH,0022-4391,0.721,Not Available,Education & Educational Research,2005
EARLY CHILDHOOD RESEARCH QUARTERLY,EARLY CHILD RES Q,0885-2006,0.703,Not Available,Education & Educational Research,2005
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUC EVAL POLICY AN,0162-3737,0.703,Not Available,Education & Educational Research,2005
TESOL QUARTERLY,TESOL QUART,0039-8322,0.700,Not Available,Education & Educational Research,2005
JOURNAL OF EDUCATION POLICY,J EDUC POLICY,0268-0939,0.671,Not Available,Education & Educational Research,2005
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,0.662,Not Available,Education & Educational Research,2005
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,1076-9986,0.659,Not Available,Education & Educational Research,2005
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.647,Not Available,Education & Educational Research,2005
JOURNAL OF EXPERIMENTAL EDUCATION,J EXP EDUC,0022-0973,0.645,Not Available,Education & Educational Research,2005
GENDER AND EDUCATION,GENDER EDUC,0954-0253,0.642,Not Available,Education & Educational Research,2005
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.623,Not Available,Education & Educational Research,2005
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.604,Not Available,Education & Educational Research,2005
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,0007-1013,0.593,Not Available,Education & Educational Research,2005
COMPARATIVE EDUCATION,COMP EDUC,0305-0068,0.593,Not Available,Education & Educational Research,2005
QUEST,QUEST,0033-6297,0.577,Not Available,Education & Educational Research,2005
COMPARATIVE EDUCATION REVIEW,COMP EDUC REV,0010-4086,0.562,Not Available,Education & Educational Research,2005
JOURNAL OF COMPUTER ASSISTED LEARNING,J COMPUT ASSIST LEAR,0266-4909,0.556,Not Available,Education & Educational Research,2005
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,INT J SCI EDUC,0950-0693,0.553,Not Available,Education & Educational Research,2005
BRITISH EDUCATIONAL RESEARCH JOURNAL,BRIT EDUC RES J,0141-1926,0.526,Not Available,Education & Educational Research,2005
