Full Journal Title,JCR Abbreviated Title,Issn,Journal Impact Factor,5-Year Impact Factor,Category,Year
Curriculum Matters,CURRIC MATTERS,1177-1828,0.000,0.000,Education & Educational Research,2014
Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje,CROAT J EDUC,1848-5189,0.044,0.065,Education & Educational Research,2014
Cultura y Educacion,CULT EDUC,1135-6405,0.053,0.243,Education & Educational Research,2014
Cadmo,CADMO,1122-5165,0.067,0.093,Education & Educational Research,2014
KEDI Journal of Educational Policy,KEDI J EDUC POLICY,1739-4341,0.086,0.226,Education & Educational Research,2014
Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,0.119,0.183,Education & Educational Research,2014
Porta Linguarum,PORTA LINGUARUM,1697-7467,0.136,0.153,Education & Educational Research,2014
Hacettepe Universitesi Egitim Fakultesi Dergisi-Hacettepe University Journal of Education,HACET U EGITIM FAK,1300-5340,0.141,0.260,Education & Educational Research,2014
Movimento,MOVIMENTO-PORTO ALEG,0104-754X,0.145,0.145,Education & Educational Research,2014
Music Education Research,MUSIC EDUC RES,1461-3808,0.145,0.398,Education & Educational Research,2014
English in Australia,ENGL AUST,0046-208X,0.152,0.210,Education & Educational Research,2014
Revista Espanola de Pedagogia,REV ESP PEDAGOG,0034-9461,0.190,0.207,Education & Educational Research,2014
Educacion XX1,EDUC XX1,1139-613X,0.193,0.200,Education & Educational Research,2014
Pedagogische Studien,PEDAGOG STUD,0165-0645,0.203,0.207,Education & Educational Research,2014
AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,0004-9441,0.216,0.576,Education & Educational Research,2014
Australian Journal of Adult Learning,AUST J ADULT LEARN,1443-1394,0.216,0.217,Education & Educational Research,2014
Egitim ve Bilim-Education and Science,EGIT BILIM,1300-1337,0.223,0.342,Education & Educational Research,2014
Ensenanza de Las Ciencias,ENSEN CIENC,0212-4521,0.224,0.450,Education & Educational Research,2014
EDUCATIONAL LEADERSHIP,EDUC LEADERSHIP,0013-1784,0.230,0.303,Education & Educational Research,2014
British Journal of Religious Education,BRIT J RELIG EDUC,0141-6200,0.231,0.495,Education & Educational Research,2014
Revista de Educacion,REV EDUC,0034-8082,0.241,0.348,Education & Educational Research,2014
Australian Journal of Guidance and Counselling,AUST J GUID COUNS,1037-2911,0.257,0.699,Education & Educational Research,2014
STUDIES IN PHILOSOPHY AND EDUCATION,STUD PHILOS EDUC,0039-3746,0.262,0.466,Education & Educational Research,2014
APPLIED MEASUREMENT IN EDUCATION,APPL MEAS EDUC,0895-7347,0.265,0.713,Education & Educational Research,2014
Education as Change,EDUC CHANGE,1682-3206,0.268,0.260,Education & Educational Research,2014
Research in Science & Technological Education,RES SCI TECHNOL EDUC,0263-5143,0.278,Not Available,Education & Educational Research,2014
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.280,0.323,Education & Educational Research,2014
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,INT J ART DES EDUC,1476-8062,0.286,0.353,Education & Educational Research,2014
International Journal of Music Education,INT J MUSIC EDUC,0255-7614,0.286,0.531,Education & Educational Research,2014
RIDE-The Journal of Applied Theatre and Performance,RIDE-J APPL THEATRE,1356-9783,0.294,0.362,Education & Educational Research,2014
English Teaching-Practice and Critique,ENGL TEACH-PRACT CRI,1175-8708,0.295,0.378,Education & Educational Research,2014
ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,0.295,0.375,Education & Educational Research,2014
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,IRAL-INT REV APPL LI,1613-4141,0.296,Not Available,Education & Educational Research,2014
Zeitschrift fur Erziehungswissenschaft,Z ERZIEHWISS,1434-663X,0.299,0.513,Education & Educational Research,2014
Australasian Journal of Early Childhood,AUST J EARLY CHILD,0312-5033,0.308,0.459,Education & Educational Research,2014
Educational Philosophy and Theory,EDUC PHILOS THEORY,0013-1857,0.314,0.440,Education & Educational Research,2014
EDUCATION AND URBAN SOCIETY,EDUC URBAN SOC,0013-1245,0.333,0.430,Education & Educational Research,2014
JOURNAL OF SOCIAL WORK EDUCATION,J SOC WORK EDUC,1043-7797,0.333,0.705,Education & Educational Research,2014
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,0897-5264,0.336,0.782,Education & Educational Research,2014
Language and Education,LANG EDUC-UK,0950-0782,0.344,0.647,Education & Educational Research,2014
Kuram ve Uygulamada Egitim Bilimleri,KURAM UYGUL EGIT BIL,1303-0485,0.347,0.434,Education & Educational Research,2014
Journal of Beliefs & Values-Studies in Religion & Education,J BELIEFS VALUES,1361-7672,0.351,0.353,Education & Educational Research,2014
Asia Pacific Journal of Education,ASIA PAC J EDUC,0218-8791,0.359,0.561,Education & Educational Research,2014
EDUCATIONAL STUDIES,EDUC STUD-UK,0305-5698,0.366,0.539,Education & Educational Research,2014
EDUCATIONAL RESEARCH,EDUC RES-UK,0013-1881,0.375,0.669,Education & Educational Research,2014
Literacy,LITERACY,1741-4350,0.378,0.517,Education & Educational Research,2014
INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,1470-3297,0.384,1.051,Education & Educational Research,2014
Journal of Language Identity and Education,J LANG IDENTITY EDUC,1534-8458,0.395,0.694,Education & Educational Research,2014
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,0.400,0.454,Education & Educational Research,2014
Mathematical Thinking and Learning,MATH THINK LEARN,1098-6065,0.400,1.090,Education & Educational Research,2014
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,REV LAT AM INV MAT E,1665-2436,0.400,0.361,Education & Educational Research,2014
EDUCATIONAL GERONTOLOGY,EDUC GERONTOL,0360-1277,0.421,0.665,Education & Educational Research,2014
European Early Childhood Education Research Journal,EUR EARLY CHILD EDUC,1350-293X,0.421,0.772,Education & Educational Research,2014
TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,0.433,0.897,Education & Educational Research,2014
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,0.438,0.553,Education & Educational Research,2014
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,0007-1005,0.444,0.586,Education & Educational Research,2014
Sex Education-Sexuality Society and Learning,SEX EDUC-SEX SOC LEA,1468-1811,0.446,Not Available,Education & Educational Research,2014
Journal of Baltic Science Education,J BALT SCI EDUC,1648-3898,0.448,0.412,Education & Educational Research,2014
Teachers and Teaching,TEACH TEACH,1354-0602,0.449,0.897,Education & Educational Research,2014
Journal of Hospitality Leisure Sport & Tourism Education,J HOSP LEIS SPORT TO,1473-8376,0.455,0.500,Education & Educational Research,2014
Compare-A Journal of Comparative and International Education,COMPARE,0305-7925,0.456,Not Available,Education & Educational Research,2014
British Journal of Music Education,BRIT J MUSIC EDUC,0265-0517,0.458,0.673,Education & Educational Research,2014
TEACHING SOCIOLOGY,TEACH SOCIOL,0092-055X,0.464,0.489,Education & Educational Research,2014
Educational Management Administration & Leadership,EDUC MANAG ADM LEAD,1741-1432,0.471,0.694,Education & Educational Research,2014
International Journal of Inclusive Education,INT J INCLUSIVE EDUC,1360-3116,0.473,0.812,Education & Educational Research,2014
South African Journal of Education,S AFR J EDUC,0256-0100,0.483,0.751,Education & Educational Research,2014
JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,0022-2208,0.486,0.524,Education & Educational Research,2014
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,J GEOGR HIGHER EDUC,0309-8265,0.488,0.845,Education & Educational Research,2014
English in Education,ENGL EDUC-UK,0425-0494,0.500,0.342,Education & Educational Research,2014
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,0142-5692,0.525,1.026,Education & Educational Research,2014
ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,0161-7761,0.537,0.748,Education & Educational Research,2014
Irish Educational Studies,IRISH EDUC STUD,0332-3315,0.547,0.532,Education & Educational Research,2014
JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,0095-8964,0.548,1.513,Education & Educational Research,2014
European Journal of Education,EUR J EDUC,0141-8211,0.553,0.765,Education & Educational Research,2014
